,song,artist,track_url,track_id,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
374,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,1NDxZ7cFAo481dtYWdrUnR,0.15,https://api.spotify.com/v1/audio-analysis/1NDxZ7cFAo481dtYWdrUnR,0.703,193613.0,0.868,0.132,7.0,0.104,-4.661,0.0,0.0291,121.03,4.0,https://api.spotify.com/v1/tracks/1NDxZ7cFAo481dtYWdrUnR,audio_features,spotify:track:1NDxZ7cFAo481dtYWdrUnR,0.733
375,Sign of the Times,Harry Styles,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,5Ohxk2dO5COHF1krpoPigN,0.0275,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,0.516,340707.0,0.595,0.0,5.0,0.109,-4.63,1.0,0.0313,119.972,4.0,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,audio_features,spotify:track:5Ohxk2dO5COHF1krpoPigN,0.222
376,Now Or Never,Halsey,https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e,0Nhu3zSYbEz32IYiobV75e,0.1,https://api.spotify.com/v1/audio-analysis/0Nhu3zSYbEz32IYiobV75e,0.663,214802.0,0.575,3.16e-06,6.0,0.133,-4.907,0.0,0.0458,110.04,4.0,https://api.spotify.com/v1/tracks/0Nhu3zSYbEz32IYiobV75e,audio_features,spotify:track:0Nhu3zSYbEz32IYiobV75e,0.458
377,Break Up Every Night,The Chainsmokers,https://open.spotify.com/track/6cPyTS0Kk2sc4xQwC93kOg,6cPyTS0Kk2sc4xQwC93kOg,0.00411,https://api.spotify.com/v1/audio-analysis/6cPyTS0Kk2sc4xQwC93kOg,0.624,207520.0,0.806,0.0,1.0,0.0872,-5.957,1.0,0.0437,149.999,4.0,https://api.spotify.com/v1/tracks/6cPyTS0Kk2sc4xQwC93kOg,audio_features,spotify:track:6cPyTS0Kk2sc4xQwC93kOg,0.528
378,Bloodstream,The Chainsmokers,https://open.spotify.com/track/26AuyrZGzWWiYZPSd3XBIg,26AuyrZGzWWiYZPSd3XBIg,0.0317,https://api.spotify.com/v1/audio-analysis/26AuyrZGzWWiYZPSd3XBIg,0.62,224280.0,0.627,0.0,9.0,0.172,-5.889,1.0,0.0259,90.955,4.0,https://api.spotify.com/v1/tracks/26AuyrZGzWWiYZPSd3XBIg,audio_features,spotify:track:26AuyrZGzWWiYZPSd3XBIg,0.164
379,Don't Say,The Chainsmokers,https://open.spotify.com/track/1pJQAHpD51J7GYaFrrFO9S,1pJQAHpD51J7GYaFrrFO9S,0.0199,https://api.spotify.com/v1/audio-analysis/1pJQAHpD51J7GYaFrrFO9S,0.567,228480.0,0.464,9.31e-06,5.0,0.269,-9.66,1.0,0.0302,99.806,4.0,https://api.spotify.com/v1/tracks/1pJQAHpD51J7GYaFrrFO9S,audio_features,spotify:track:1pJQAHpD51J7GYaFrrFO9S,0.309
380,Honest,The Chainsmokers,https://open.spotify.com/track/6KjbNLbRjuoa8rEq5yNA6H,6KjbNLbRjuoa8rEq5yNA6H,0.0121,https://api.spotify.com/v1/audio-analysis/6KjbNLbRjuoa8rEq5yNA6H,0.673,208000.0,0.514,8.5e-05,0.0,0.385,-10.772,0.0,0.0465,100.035,4.0,https://api.spotify.com/v1/tracks/6KjbNLbRjuoa8rEq5yNA6H,audio_features,spotify:track:6KjbNLbRjuoa8rEq5yNA6H,0.312
381,My Type,The Chainsmokers,https://open.spotify.com/track/6V9kwssTrwkKT72imgowj9,6V9kwssTrwkKT72imgowj9,0.0357,https://api.spotify.com/v1/audio-analysis/6V9kwssTrwkKT72imgowj9,0.604,217413.0,0.603,0.0,7.0,0.126,-6.324,0.0,0.0389,94.989,4.0,https://api.spotify.com/v1/tracks/6V9kwssTrwkKT72imgowj9,audio_features,spotify:track:6V9kwssTrwkKT72imgowj9,0.15
382,Escápate Conmigo,Wisin,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2cnKEkpVUSV4wnjQiTWfH6,0.0245,https://api.spotify.com/v1/audio-analysis/2cnKEkpVUSV4wnjQiTWfH6,0.747,232787.0,0.864,4.46e-05,8.0,0.0853,-3.181,0.0,0.0599,92.028,4.0,https://api.spotify.com/v1/tracks/2cnKEkpVUSV4wnjQiTWfH6,audio_features,spotify:track:2cnKEkpVUSV4wnjQiTWfH6,0.754
383,It Won't Kill Ya,The Chainsmokers,https://open.spotify.com/track/5xhJmd0I15jFcEdqxfCzKk,5xhJmd0I15jFcEdqxfCzKk,0.0647,https://api.spotify.com/v1/audio-analysis/5xhJmd0I15jFcEdqxfCzKk,0.572,217613.0,0.53,0.000169,6.0,0.127,-8.521,0.0,0.0654,170.138,4.0,https://api.spotify.com/v1/tracks/5xhJmd0I15jFcEdqxfCzKk,audio_features,spotify:track:5xhJmd0I15jFcEdqxfCzKk,0.12
384,Young,The Chainsmokers,https://open.spotify.com/track/1KeZgPUr54C8iz3FjqzVoz,1KeZgPUr54C8iz3FjqzVoz,0.0105,https://api.spotify.com/v1/audio-analysis/1KeZgPUr54C8iz3FjqzVoz,0.615,224773.0,0.564,0.0,9.0,0.148,-6.384,1.0,0.0291,103.006,4.0,https://api.spotify.com/v1/tracks/1KeZgPUr54C8iz3FjqzVoz,audio_features,spotify:track:1KeZgPUr54C8iz3FjqzVoz,0.454
385,Last Day Alive,The Chainsmokers,https://open.spotify.com/track/6GeD5g9vZTz25Egf8kxoIY,6GeD5g9vZTz25Egf8kxoIY,0.0571,https://api.spotify.com/v1/audio-analysis/6GeD5g9vZTz25Egf8kxoIY,0.435,214307.0,0.706,4.15e-05,0.0,0.0903,-8.197,1.0,0.0425,144.913,4.0,https://api.spotify.com/v1/tracks/6GeD5g9vZTz25Egf8kxoIY,audio_features,spotify:track:6GeD5g9vZTz25Egf8kxoIY,0.24
386,Wake Up Alone,The Chainsmokers,https://open.spotify.com/track/0dj1CtyRxZ4bnIT4Q20jNT,0dj1CtyRxZ4bnIT4Q20jNT,0.0102,https://api.spotify.com/v1/audio-analysis/0dj1CtyRxZ4bnIT4Q20jNT,0.643,215720.0,0.52,0.0,9.0,0.11,-5.968,0.0,0.0334,75.168,4.0,https://api.spotify.com/v1/tracks/0dj1CtyRxZ4bnIT4Q20jNT,audio_features,spotify:track:0dj1CtyRxZ4bnIT4Q20jNT,0.23
387,Ahora Dice,Chris Jeday,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,22eADXu8DfOAUEDw4vU8qy,0.246,https://api.spotify.com/v1/audio-analysis/22eADXu8DfOAUEDw4vU8qy,0.708,271080.0,0.693,0.0,6.0,0.129,-5.516,1.0,0.138,143.965,4.0,https://api.spotify.com/v1/tracks/22eADXu8DfOAUEDw4vU8qy,audio_features,spotify:track:22eADXu8DfOAUEDw4vU8qy,0.427
388,Unforgettable,French Montana,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW,1F2HXIJrE2Xn81OzT2zZvW,0.0293,https://api.spotify.com/v1/audio-analysis/1F2HXIJrE2Xn81OzT2zZvW,0.726,233833.0,0.769,0.0101,6.0,0.104,-5.043,1.0,0.123,97.985,4.0,https://api.spotify.com/v1/tracks/1F2HXIJrE2Xn81OzT2zZvW,audio_features,spotify:track:1F2HXIJrE2Xn81OzT2zZvW,0.733
389,Obsession (feat. Jon Bellion),Vice,https://open.spotify.com/track/5pvVAwQbuFoR7LkcicrKnk,5pvVAwQbuFoR7LkcicrKnk,0.00728,https://api.spotify.com/v1/audio-analysis/5pvVAwQbuFoR7LkcicrKnk,0.741,221983.0,0.559,0.000971,10.0,0.21,-7.775,1.0,0.03,101.999,4.0,https://api.spotify.com/v1/tracks/5pvVAwQbuFoR7LkcicrKnk,audio_features,spotify:track:5pvVAwQbuFoR7LkcicrKnk,0.466
390,do re mi,Blackbear,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,3Q3myFA7q4Op95DOpHplaY,0.00419,https://api.spotify.com/v1/audio-analysis/3Q3myFA7q4Op95DOpHplaY,0.742,212027.0,0.599,1.02e-05,8.0,0.126,-6.256,1.0,0.0465,110.977,3.0,https://api.spotify.com/v1/tracks/3Q3myFA7q4Op95DOpHplaY,audio_features,spotify:track:3Q3myFA7q4Op95DOpHplaY,0.154
391,The Night We Met,Lord Huron,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,6mORGLOz79w6VsCRLWYYuK,0.969,https://api.spotify.com/v1/audio-analysis/6mORGLOz79w6VsCRLWYYuK,0.443,208212.0,0.369,0.277,9.0,0.638,-9.514,1.0,0.0441,174.107,3.0,https://api.spotify.com/v1/tracks/6mORGLOz79w6VsCRLWYYuK,audio_features,spotify:track:6mORGLOz79w6VsCRLWYYuK,0.0989
392,Lumbra,Cali Y El Dandee,https://open.spotify.com/track/6VHdcVbiKLYYOcMbIqBcuK,6VHdcVbiKLYYOcMbIqBcuK,0.053,https://api.spotify.com/v1/audio-analysis/6VHdcVbiKLYYOcMbIqBcuK,0.724,197087.0,0.84,0.0,0.0,0.727,-3.581,1.0,0.0392,92.01,4.0,https://api.spotify.com/v1/tracks/6VHdcVbiKLYYOcMbIqBcuK,audio_features,spotify:track:6VHdcVbiKLYYOcMbIqBcuK,0.835
393,DEVASTATED,Joey Bada$$,https://open.spotify.com/track/4ntsD33Pgsgk8rUyZLLiUV,4ntsD33Pgsgk8rUyZLLiUV,0.0634,https://api.spotify.com/v1/audio-analysis/4ntsD33Pgsgk8rUyZLLiUV,0.812,207059.0,0.628,0.0,10.0,0.254,-6.164,0.0,0.0682,123.004,4.0,https://api.spotify.com/v1/tracks/4ntsD33Pgsgk8rUyZLLiUV,audio_features,spotify:track:4ntsD33Pgsgk8rUyZLLiUV,0.485
394,DNA.,Kendrick Lamar,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,6HZILIRieu8S0iqY8kIKhj,0.00454,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,0.638,185947.0,0.523,0.0,1.0,0.0842,-6.664,1.0,0.357,139.913,4.0,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,audio_features,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.422
395,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,6SwRhMLwNqEi6alNPVG00n,0.0265,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n,0.658,227360.0,0.535,0.0,9.0,0.2,-8.983,0.0,0.0573,110.684,4.0,https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n,audio_features,spotify:track:6SwRhMLwNqEi6alNPVG00n,0.419
396,ELEMENT.,Kendrick Lamar,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,1EaKU4dMbesXXd3BrLCtYG,0.204,https://api.spotify.com/v1/audio-analysis/1EaKU4dMbesXXd3BrLCtYG,0.748,208733.0,0.705,0.0,4.0,0.246,-4.547,0.0,0.485,189.891,4.0,https://api.spotify.com/v1/tracks/1EaKU4dMbesXXd3BrLCtYG,audio_features,spotify:track:1EaKU4dMbesXXd3BrLCtYG,0.483
397,LOVE. FEAT. ZACARI.,Kendrick Lamar,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,6PGoSes0D9eUDeeAafB2As,0.264,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As,0.8,213400.0,0.585,0.0,10.0,0.153,-7.343,1.0,0.0924,126.058,4.0,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,audio_features,spotify:track:6PGoSes0D9eUDeeAafB2As,0.779
398,Despacito - Remix,Luis Fonsi,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,5CtI0qwDJkDQGwXD1H1cLb,0.229,https://api.spotify.com/v1/audio-analysis/5CtI0qwDJkDQGwXD1H1cLb,0.694,228827.0,0.815,0.0,2.0,0.0924,-4.328,1.0,0.12,88.931,4.0,https://api.spotify.com/v1/tracks/5CtI0qwDJkDQGwXD1H1cLb,audio_features,spotify:track:5CtI0qwDJkDQGwXD1H1cLb,0.813
399,YAH.,Kendrick Lamar,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni,4BHSjbYylfOH5WAGusDyni,0.576,https://api.spotify.com/v1/audio-analysis/4BHSjbYylfOH5WAGusDyni,0.67,160293.0,0.7,5.34e-06,1.0,0.226,-7.893,1.0,0.196,69.986,4.0,https://api.spotify.com/v1/tracks/4BHSjbYylfOH5WAGusDyni,audio_features,spotify:track:4BHSjbYylfOH5WAGusDyni,0.648
400,XXX. FEAT. U2.,Kendrick Lamar,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF,4iYRa2btalAzPZoSYfROqF,0.138,https://api.spotify.com/v1/audio-analysis/4iYRa2btalAzPZoSYfROqF,0.568,254200.0,0.619,1.67e-06,1.0,0.11,-6.899,1.0,0.414,170.115,4.0,https://api.spotify.com/v1/tracks/4iYRa2btalAzPZoSYfROqF,audio_features,spotify:track:4iYRa2btalAzPZoSYfROqF,0.293
401,FEEL.,Kendrick Lamar,https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF,2LTlO3NuNVN70lp2ZbVswF,0.137,https://api.spotify.com/v1/audio-analysis/2LTlO3NuNVN70lp2ZbVswF,0.746,214827.0,0.798,0.0,0.0,0.139,-8.382,1.0,0.349,109.968,4.0,https://api.spotify.com/v1/tracks/2LTlO3NuNVN70lp2ZbVswF,audio_features,spotify:track:2LTlO3NuNVN70lp2ZbVswF,0.553
402,PRIDE.,Kendrick Lamar,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,6IZvVAP7VPPnsGX6bvgkqg,0.0786,https://api.spotify.com/v1/audio-analysis/6IZvVAP7VPPnsGX6bvgkqg,0.665,275253.0,0.535,1.68e-05,4.0,0.154,-7.056,0.0,0.0572,138.842,4.0,https://api.spotify.com/v1/tracks/6IZvVAP7VPPnsGX6bvgkqg,audio_features,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,0.37
403,LUST.,Kendrick Lamar,https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp,06FCvd7rrRcF3DdvWH5Isp,0.193,https://api.spotify.com/v1/audio-analysis/06FCvd7rrRcF3DdvWH5Isp,0.678,307880.0,0.562,0.0,3.0,0.104,-9.197,0.0,0.508,94.241,4.0,https://api.spotify.com/v1/tracks/06FCvd7rrRcF3DdvWH5Isp,audio_features,spotify:track:06FCvd7rrRcF3DdvWH5Isp,0.566
404,BLOOD.,Kendrick Lamar,https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT,1n4jwRVXdkK2U34nBDUKKT,0.142,https://api.spotify.com/v1/audio-analysis/1n4jwRVXdkK2U34nBDUKKT,0.357,118067.0,0.238,0.0859,8.0,0.55,-16.78,0.0,0.265,156.907,4.0,https://api.spotify.com/v1/tracks/1n4jwRVXdkK2U34nBDUKKT,audio_features,spotify:track:1n4jwRVXdkK2U34nBDUKKT,0.494
405,FEAR.,Kendrick Lamar,https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6,23luOrEVHMfoX0AhfbQuS6,0.604,https://api.spotify.com/v1/audio-analysis/23luOrEVHMfoX0AhfbQuS6,0.588,460573.0,0.479,7.2e-06,1.0,0.527,-7.039,1.0,0.281,150.414,4.0,https://api.spotify.com/v1/tracks/23luOrEVHMfoX0AhfbQuS6,audio_features,spotify:track:23luOrEVHMfoX0AhfbQuS6,0.434
406,GOD.,Kendrick Lamar,https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I,5p3NP9mQblDsVJLdfNZJ3I,0.0347,https://api.spotify.com/v1/audio-analysis/5p3NP9mQblDsVJLdfNZJ3I,0.706,248827.0,0.557,0.0,0.0,0.276,-5.8,1.0,0.0813,132.98,4.0,https://api.spotify.com/v1/tracks/5p3NP9mQblDsVJLdfNZJ3I,audio_features,spotify:track:5p3NP9mQblDsVJLdfNZJ3I,0.205
407,DUCKWORTH.,Kendrick Lamar,https://open.spotify.com/track/0y9uTzK9cNKSAEHnpeRG8C,0y9uTzK9cNKSAEHnpeRG8C,0.0536,https://api.spotify.com/v1/audio-analysis/0y9uTzK9cNKSAEHnpeRG8C,0.552,248613.0,0.731,0.0,7.0,0.258,-6.873,1.0,0.615,174.516,4.0,https://api.spotify.com/v1/tracks/0y9uTzK9cNKSAEHnpeRG8C,audio_features,spotify:track:0y9uTzK9cNKSAEHnpeRG8C,0.632
408,The Cure,Lady Gaga,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh,51PIvodunv6NmX5250zxAh,0.0745,https://api.spotify.com/v1/audio-analysis/51PIvodunv6NmX5250zxAh,0.696,211364.0,0.503,0.0,8.0,0.0869,-4.842,1.0,0.0356,99.977,4.0,https://api.spotify.com/v1/tracks/51PIvodunv6NmX5250zxAh,audio_features,spotify:track:51PIvodunv6NmX5250zxAh,0.559
409,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH,6Q2FftbUG530lCtBI74bMH,0.501,https://api.spotify.com/v1/audio-analysis/6Q2FftbUG530lCtBI74bMH,0.839,209269.0,0.81,0.0,5.0,0.117,-5.274,0.0,0.0568,129.014,4.0,https://api.spotify.com/v1/tracks/6Q2FftbUG530lCtBI74bMH,audio_features,spotify:track:6Q2FftbUG530lCtBI74bMH,0.814
410,Me Enamoré,Shakira,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9,4qknM1pQz53QOyfDVTjcM9,0.193,https://api.spotify.com/v1/audio-analysis/4qknM1pQz53QOyfDVTjcM9,0.74,226893.0,0.879,8.25e-05,9.0,0.0928,-2.251,0.0,0.105,103.71,4.0,https://api.spotify.com/v1/tracks/4qknM1pQz53QOyfDVTjcM9,audio_features,spotify:track:4qknM1pQz53QOyfDVTjcM9,0.948
411,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,https://open.spotify.com/track/4ZJPwET9Jrgpkqi4Vo3Yg8,4ZJPwET9Jrgpkqi4Vo3Yg8,0.0283,https://api.spotify.com/v1/audio-analysis/4ZJPwET9Jrgpkqi4Vo3Yg8,0.656,197253.0,0.615,0.0,5.0,0.234,-6.252,1.0,0.0539,139.91,4.0,https://api.spotify.com/v1/tracks/4ZJPwET9Jrgpkqi4Vo3Yg8,audio_features,spotify:track:4ZJPwET9Jrgpkqi4Vo3Yg8,0.366
412,Black SpiderMan,Logic,https://open.spotify.com/track/7BKUWh5sdtdS17crohRe4L,7BKUWh5sdtdS17crohRe4L,0.111,https://api.spotify.com/v1/audio-analysis/7BKUWh5sdtdS17crohRe4L,0.622,331267.0,0.867,0.000104,1.0,0.346,-5.298,1.0,0.0893,140.011,4.0,https://api.spotify.com/v1/tracks/7BKUWh5sdtdS17crohRe4L,audio_features,spotify:track:7BKUWh5sdtdS17crohRe4L,0.339
413,Peek A Boo,Lil Yachty,https://open.spotify.com/track/5hx4FpDZOnDVYlyoG3rMks,5hx4FpDZOnDVYlyoG3rMks,0.0612,https://api.spotify.com/v1/audio-analysis/5hx4FpDZOnDVYlyoG3rMks,0.957,246325.0,0.588,0.0,1.0,0.0962,-6.984,1.0,0.295,127.055,4.0,https://api.spotify.com/v1/tracks/5hx4FpDZOnDVYlyoG3rMks,audio_features,spotify:track:5hx4FpDZOnDVYlyoG3rMks,0.298
414,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,https://open.spotify.com/track/5PfTI3zrQbZEWcQdycMqJM,5PfTI3zrQbZEWcQdycMqJM,0.0304,https://api.spotify.com/v1/audio-analysis/5PfTI3zrQbZEWcQdycMqJM,0.631,231659.0,0.732,0.0,1.0,0.261,-4.706,1.0,0.203,151.779,4.0,https://api.spotify.com/v1/tracks/5PfTI3zrQbZEWcQdycMqJM,audio_features,spotify:track:5PfTI3zrQbZEWcQdycMqJM,0.549
415,There's Nothing Holdin' Me Back,Shawn Mendes,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,79cuOz3SPQTuFrp8WgftAu,0.381,https://api.spotify.com/v1/audio-analysis/79cuOz3SPQTuFrp8WgftAu,0.857,199440.0,0.8,0.0,2.0,0.0913,-4.035,1.0,0.0583,121.996,4.0,https://api.spotify.com/v1/tracks/79cuOz3SPQTuFrp8WgftAu,audio_features,spotify:track:79cuOz3SPQTuFrp8WgftAu,0.966
416,Lust for Life (with The Weeknd),Lana Del Rey,https://open.spotify.com/track/5LYQSNHZxEA880URXFHg6h,5LYQSNHZxEA880URXFHg6h,0.588,https://api.spotify.com/v1/audio-analysis/5LYQSNHZxEA880URXFHg6h,0.499,264011.0,0.676,0.00484,0.0,0.358,-8.618,0.0,0.0582,99.979,4.0,https://api.spotify.com/v1/tracks/5LYQSNHZxEA880URXFHg6h,audio_features,spotify:track:5LYQSNHZxEA880URXFHg6h,0.295
417,Felices los 4,Maluma,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,0qYTZCo5Bwh1nsUFGZP3zn,0.231,https://api.spotify.com/v1/audio-analysis/0qYTZCo5Bwh1nsUFGZP3zn,0.755,229849.0,0.789,0.0,5.0,0.351,-4.502,1.0,0.146,93.973,4.0,https://api.spotify.com/v1/tracks/0qYTZCo5Bwh1nsUFGZP3zn,audio_features,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,0.737
418,Attention,Charlie Puth,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,4iLqG9SeJSnt0cSPICSjxv,0.0969,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,0.774,211475.0,0.626,3.12e-05,3.0,0.0848,-4.432,0.0,0.0432,100.041,4.0,https://api.spotify.com/v1/tracks/4iLqG9SeJSnt0cSPICSjxv,audio_features,spotify:track:4iLqG9SeJSnt0cSPICSjxv,0.777
419,Hard Times,Paramore,https://open.spotify.com/track/0w5Bdu51Ka25Pf3hojsKHh,0w5Bdu51Ka25Pf3hojsKHh,0.00647,https://api.spotify.com/v1/audio-analysis/0w5Bdu51Ka25Pf3hojsKHh,0.695,182693.0,0.818,4.87e-06,5.0,0.0219,-5.379,0.0,0.0334,119.965,4.0,https://api.spotify.com/v1/tracks/0w5Bdu51Ka25Pf3hojsKHh,audio_features,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,0.916
420,Nights With You,MØ,https://open.spotify.com/track/5q5gzmbBS5yQzos2BvVr1t,5q5gzmbBS5yQzos2BvVr1t,0.401,https://api.spotify.com/v1/audio-analysis/5q5gzmbBS5yQzos2BvVr1t,0.763,197495.0,0.671,1.16e-05,1.0,0.375,-4.029,0.0,0.1,120.06,4.0,https://api.spotify.com/v1/tracks/5q5gzmbBS5yQzos2BvVr1t,audio_features,spotify:track:5q5gzmbBS5yQzos2BvVr1t,0.602
421,Hey DJ,CNCO,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,209gZgcfLq2aUuu51vOWBl,0.0309,https://api.spotify.com/v1/audio-analysis/209gZgcfLq2aUuu51vOWBl,0.792,205520.0,0.819,0.0,5.0,0.389,-5.418,1.0,0.0867,89.98,4.0,https://api.spotify.com/v1/tracks/209gZgcfLq2aUuu51vOWBl,audio_features,spotify:track:209gZgcfLq2aUuu51vOWBl,0.433
422,Up,NAV,https://open.spotify.com/track/5qbcsZMwL0x46sX7VO37Ye,5qbcsZMwL0x46sX7VO37Ye,0.0314,https://api.spotify.com/v1/audio-analysis/5qbcsZMwL0x46sX7VO37Ye,0.705,199520.0,0.492,0.0,8.0,0.106,-6.762,0.0,0.0905,77.114,4.0,https://api.spotify.com/v1/tracks/5qbcsZMwL0x46sX7VO37Ye,audio_features,spotify:track:5qbcsZMwL0x46sX7VO37Ye,0.36
423,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,3DXncPQOG4VBw3QHh3S817,0.0552,https://api.spotify.com/v1/audio-analysis/3DXncPQOG4VBw3QHh3S817,0.609,288600.0,0.668,0.0,7.0,0.167,-4.284,1.0,0.0367,80.924,4.0,https://api.spotify.com/v1/tracks/3DXncPQOG4VBw3QHh3S817,audio_features,spotify:track:3DXncPQOG4VBw3QHh3S817,0.811
424,First Time,Kygo,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr,2Gl0FzuLxflY6nPifJp5Dr,0.197,https://api.spotify.com/v1/audio-analysis/2Gl0FzuLxflY6nPifJp5Dr,0.633,193511.0,0.592,0.0,0.0,0.099,-7.245,0.0,0.112,90.066,4.0,https://api.spotify.com/v1/tracks/2Gl0FzuLxflY6nPifJp5Dr,audio_features,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,0.679
425,Bon appétit,Katy Perry,https://open.spotify.com/track/61WbtB6ujkpNAsAf5LjF4b,61WbtB6ujkpNAsAf5LjF4b,0.111,https://api.spotify.com/v1/audio-analysis/61WbtB6ujkpNAsAf5LjF4b,0.797,227822.0,0.792,7.88e-05,6.0,0.24,-5.758,1.0,0.0607,106.038,4.0,https://api.spotify.com/v1/tracks/61WbtB6ujkpNAsAf5LjF4b,audio_features,spotify:track:61WbtB6ujkpNAsAf5LjF4b,0.54
426,Thunder,Imagine Dragons,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,0tKcYR2II1VCQWT79i5NrW,0.00683,https://api.spotify.com/v1/audio-analysis/0tKcYR2II1VCQWT79i5NrW,0.6,187147.0,0.81,0.21,0.0,0.155,-4.749,1.0,0.0479,167.88,4.0,https://api.spotify.com/v1/tracks/0tKcYR2II1VCQWT79i5NrW,audio_features,spotify:track:0tKcYR2II1VCQWT79i5NrW,0.298
427,1-800-273-8255,Logic,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,5tz69p7tJuGPeMGwNTxYuV,0.57,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,0.62,250173.0,0.574,0.0,5.0,0.19,-7.788,0.0,0.0479,100.021,4.0,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,audio_features,spotify:track:5tz69p7tJuGPeMGwNTxYuV,0.352
428,Whippin (feat. Felix Snow),Kiiara,https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr,3QWjljChcOMkRDYSzF33Qr,0.549,https://api.spotify.com/v1/audio-analysis/3QWjljChcOMkRDYSzF33Qr,0.87,160597.0,0.502,0.00356,5.0,0.0916,-7.497,0.0,0.0549,82.53,4.0,https://api.spotify.com/v1/tracks/3QWjljChcOMkRDYSzF33Qr,audio_features,spotify:track:3QWjljChcOMkRDYSzF33Qr,0.673
429,Quit (feat. Ariana Grande),Cashmere Cat,https://open.spotify.com/track/4Q5yMlwAfAoitqg4r9oZHN,4Q5yMlwAfAoitqg4r9oZHN,0.103,https://api.spotify.com/v1/audio-analysis/4Q5yMlwAfAoitqg4r9oZHN,0.365,258188.0,0.413,3.13e-05,0.0,0.103,-7.369,0.0,0.0507,84.746,3.0,https://api.spotify.com/v1/tracks/4Q5yMlwAfAoitqg4r9oZHN,audio_features,spotify:track:4Q5yMlwAfAoitqg4r9oZHN,0.125
